batch,K,mask,outcome,seamless,last_boundary_wait_cycles,note
915,3,fe,ok,0,1,
916,3,7f,ok,0,1,
917,3,00,ok,0,23217,
918,3,fe,ok,0,1,
919,3,7f,ok,0,1,
920,3,00,ok,0,23505,
921,3,fe,ok,0,1,
922,3,7f,ok,0,1,
923,3,00,ok,0,23440,
924,3,fe,ok,0,1,
925,3,7f,ok,0,1,
926,3,00,ok,0,23501,
927,3,fe,ok,0,1,
928,3,7f,ok,0,1,
929,3,00,ok,0,23453,
930,3,fe,ok,0,1,
931,3,7f,ok,0,1,
932,3,00,ok,0,23383,
933,3,fe,ok,0,1,
934,3,7f,ok,0,1,
935,3,00,ok,0,23220,
936,3,fe,ok,0,1,
937,3,7f,ok,0,1,
938,3,00,ok,0,23144,
939,3,fe,ok,0,1,
940,3,7f,ok,0,1,
941,3,00,ok,0,23517,
942,3,fe,ok,0,1,
943,3,7f,ok,0,1,
944,3,00,ok,0,23500,
945,3,fe,ok,0,1,
946,3,7f,ok,0,1,
947,3,00,ok,0,23497,
948,3,fe,ok,0,1,
949,3,7f,ok,0,1,
950,3,00,ok,0,23509,
951,3,fe,ok,0,1,
952,3,7f,ok,0,1,
953,3,00,ok,0,23489,
954,3,fe,ok,0,1,
955,3,7f,ok,0,1,
956,3,00,ok,0,23453,
957,3,fe,ok,0,1,
958,3,7f,ok,0,1,
959,3,00,ok,0,23508,
960,3,fe,ok,0,1,
961,3,7f,ok,0,1,
962,3,00,ok,0,23453,
963,3,fe,ok,0,1,
964,3,7f,ok,0,1,
965,3,00,ok,0,23503,
966,3,fe,ok,0,1,
967,3,7f,ok,0,1,
968,3,00,ok,0,23443,
969,3,fe,ok,0,1,
970,3,7f,ok,0,1,
971,3,00,ok,0,23439,
972,3,fe,ok,0,1,
973,3,7f,ok,0,1,
974,3,00,ok,0,23462,
975,3,fe,ok,0,1,
976,3,7f,ok,0,1,
977,3,00,ok,0,23495,
978,3,fe,ok,0,1,
979,3,7f,ok,0,1,
980,3,00,ok,0,23440,
981,3,fe,ok,0,1,
982,3,7f,ok,0,1,
983,3,00,ok,0,23495,
984,3,fe,ok,0,1,
985,3,7f,ok,0,1,
986,3,00,ok,0,23437,
987,3,fe,ok,0,1,
988,3,7f,ok,0,1,
989,3,00,ok,0,23171,
990,3,fe,ok,0,1,
991,3,7f,ok,0,1,
992,3,00,ok,0,23438,
993,3,fe,ok,0,1,
994,3,7f,ok,0,1,
995,3,00,ok,0,23178,
996,3,fe,ok,0,1,
997,3,7f,ok,0,1,
998,3,00,ok,0,23507,
999,3,fe,ok,0,1,
1000,3,7f,ok,0,1,
1001,3,00,ok,0,23508,
1002,3,fe,ok,0,1,
1003,3,7f,ok,0,1,
1004,3,00,ok,0,23449,
1005,3,fe,ok,0,1,
1006,3,7f,ok,0,1,
1007,3,00,ok,0,23505,
1008,3,fe,ok,0,1,
1009,3,7f,ok,0,1,
1010,3,00,ok,0,23497,
1011,3,fe,ok,0,1,
1012,3,7f,ok,0,1,
1013,3,00,ok,0,23447,
1014,3,fe,ok,0,1,
1015,3,7f,ok,0,1,
1016,3,00,ok,0,23187,
1017,3,fe,ok,0,1,
1018,3,7f,ok,0,1,
1019,3,00,ok,0,23438,
1020,3,fe,ok,0,1,
1021,3,7f,ok,0,1,
1022,3,00,ok,0,23501,
1023,3,fe,ok,0,1,
1024,3,7f,ok,0,1,
1025,3,00,ok,0,23497,
1026,3,fe,ok,0,1,
1027,3,7f,ok,0,1,
1028,3,00,ok,0,23363,
1029,3,fe,ok,0,1,
1030,3,7f,ok,0,1,
1031,3,00,ok,0,23502,
1032,3,fe,ok,0,1,
1033,3,7f,ok,0,1,
1034,3,00,ok,0,23351,
1035,3,fe,ok,0,1,
1036,3,7f,ok,0,1,
1037,3,00,ok,0,23453,
1038,3,fe,ok,0,1,
1039,3,7f,ok,0,1,
1040,3,00,ok,0,23448,
1041,3,fe,ok,0,1,
1042,3,7f,ok,0,1,
1043,3,00,ok,0,23500,
1044,3,fe,ok,0,1,
1045,3,7f,ok,0,1,
1046,3,00,ok,0,23504,
1047,3,fe,ok,0,1,
1048,3,7f,ok,0,1,
1049,3,00,ok,0,23515,
1050,3,fe,ok,0,1,
1051,3,7f,ok,0,1,
1052,3,00,ok,0,23448,
1053,3,fe,ok,0,1,
1054,3,7f,ok,0,1,
1055,3,00,ok,0,23224,
1056,3,fe,ok,0,1,
1057,3,7f,ok,0,1,
1058,3,00,ok,0,23494,
1059,3,fe,ok,0,1,
1060,3,7f,ok,0,1,
1061,3,00,ok,0,23476,
1062,3,fe,ok,0,1,
1063,3,7f,ok,0,1,
1064,3,00,ok,0,23453,
1065,3,fe,ok,0,1,
1066,3,7f,ok,0,1,
1067,3,00,ok,0,23513,
1068,3,fe,ok,0,1,
1069,3,7f,ok,0,1,
1070,3,00,ok,0,23437,
1071,3,fe,ok,0,1,
1072,3,7f,ok,0,1,
1073,3,00,ok,0,23506,
1074,3,fe,ok,0,1,
1075,3,7f,ok,0,1,
1076,3,00,ok,0,23224,
1077,3,fe,ok,0,1,
1078,3,7f,ok,0,1,
1079,3,00,ok,0,23499,
1080,3,fe,ok,0,1,
1081,3,7f,ok,0,1,
1082,3,00,ok,0,23512,
1083,3,fe,ok,0,1,
1084,3,7f,ok,0,1,
1085,3,00,ok,0,23437,
1086,3,fe,ok,0,1,
1087,3,7f,ok,0,1,
1088,3,00,ok,0,23506,
1089,3,fe,ok,0,1,
1090,3,7f,ok,0,1,
1091,3,00,ok,0,23401,
1092,3,fe,ok,0,1,
1093,3,7f,ok,0,1,
1094,3,00,ok,0,23497,
1095,3,fe,ok,0,1,
1096,3,7f,ok,0,1,
1097,3,00,ok,0,23220,
1098,3,fe,ok,0,1,
1099,3,7f,ok,0,1,
1100,3,00,ok,0,23453,
1101,3,fe,ok,0,1,
1102,3,7f,ok,0,1,
1103,3,00,ok,0,23440,
1104,3,fe,ok,0,1,
1105,3,7f,ok,0,1,
1106,3,00,ok,0,23405,
1107,3,fe,ok,0,1,
1108,3,7f,ok,0,1,
1109,3,00,ok,0,23485,
1110,3,fe,ok,0,1,
1111,3,7f,ok,0,1,
1112,3,00,ok,0,23353,
1113,3,fe,ok,0,1,
1114,3,7f,ok,0,1,
1115,3,00,ok,0,23221,
1116,3,fe,ok,0,1,
1117,3,7f,ok,0,1,
1118,3,00,ok,0,23450,
1119,3,fe,ok,0,1,
1120,3,7f,ok,0,1,
1121,3,00,ok,0,23430,
1122,3,fe,ok,0,1,
1123,3,7f,ok,0,1,
1124,3,00,ok,0,23473,
1125,3,fe,ok,0,1,
1126,3,7f,ok,0,1,
1127,3,00,ok,0,23149,
1128,3,fe,ok,0,1,
1129,3,7f,ok,0,1,
1130,3,00,ok,0,23434,
1131,3,fe,ok,0,1,
1132,3,7f,ok,0,1,
1133,3,00,ok,0,23225,
1134,3,fe,ok,0,1,
1135,3,7f,ok,0,1,
1136,3,00,ok,0,23449,
1137,3,fe,ok,0,1,
1138,3,7f,ok,0,1,
1139,3,00,ok,0,23434,
1140,3,fe,ok,0,1,
1141,3,7f,ok,0,1,
1142,3,00,ok,0,23505,
1143,3,fe,ok,0,1,
1144,3,7f,ok,0,1,
1145,3,00,ok,0,23437,
1146,3,fe,ok,0,1,
1147,3,7f,ok,0,1,
1148,3,00,ok,0,23139,
1149,3,fe,ok,0,1,
1150,3,7f,ok,0,1,
1151,3,00,ok,0,23453,
1152,3,fe,ok,0,1,
1153,3,7f,ok,0,1,
1154,3,00,ok,0,23503,
1155,3,fe,ok,0,1,
1156,3,7f,ok,0,1,
1157,3,00,ok,0,23503,
1158,3,fe,ok,0,1,
1159,3,7f,ok,0,1,
1160,3,00,ok,0,23298,
1161,3,fe,ok,0,1,
1162,3,7f,ok,0,1,
1163,3,00,ok,0,23521,
1164,3,fe,ok,0,1,
1165,3,7f,ok,0,1,
1166,3,00,ok,0,23453,
1167,3,fe,ok,0,1,
1168,3,7f,ok,0,1,
1169,3,00,ok,0,23506,
1170,3,fe,ok,0,1,
1171,3,7f,ok,0,1,
1172,3,00,ok,0,23452,
1173,3,fe,ok,0,1,
1174,3,7f,ok,0,1,
1175,3,00,ok,0,23453,
1176,3,fe,ok,0,1,
1177,3,7f,ok,0,1,
1178,3,00,ok,0,23409,
1179,3,fe,ok,0,1,
1180,3,7f,ok,0,1,
1181,3,00,ok,0,23471,
1182,3,fe,ok,0,1,
1183,3,7f,ok,0,1,
1184,3,00,ok,0,23445,
1185,3,fe,ok,0,1,
1186,3,7f,ok,0,1,
1187,3,00,ok,0,23499,
1188,3,fe,ok,0,1,
1189,3,7f,ok,0,1,
1190,3,00,ok,0,23296,
1191,3,fe,ok,0,1,
1192,3,7f,ok,0,1,
1193,3,00,ok,0,23480,
1194,3,fe,ok,0,1,
1195,3,7f,ok,0,1,
1196,3,00,ok,0,23354,
1197,3,fe,ok,0,1,
1198,3,7f,ok,0,1,
1199,3,00,ok,0,23503,
1200,3,fe,ok,0,1,
1201,3,7f,ok,0,1,
1202,3,00,ok,0,23504,
1203,3,fe,ok,0,1,
1204,3,7f,ok,0,1,
1205,3,00,ok,0,23299,
1206,3,fe,ok,0,1,
1207,3,7f,ok,0,1,
1208,3,00,ok,0,23169,
1209,3,fe,ok,0,1,
1210,3,7f,ok,0,1,
1211,3,00,ok,0,23398,
1212,3,fe,ok,0,1,
1213,3,7f,ok,0,1,
1214,3,00,ok,0,23501,
1215,3,fe,ok,0,1,
1216,3,7f,ok,0,1,
1217,3,00,ok,0,23449,
1218,3,fe,ok,0,1,
1219,3,7f,ok,0,1,
1220,3,00,ok,0,23508,
1221,3,fe,ok,0,1,
1222,3,7f,ok,0,1,
1223,3,00,ok,0,23505,
1224,3,fe,ok,0,1,
1225,3,7f,ok,0,1,
1226,3,00,ok,0,23435,
1227,3,fe,ok,0,1,
1228,3,7f,ok,0,1,
1229,3,00,ok,0,23401,
1230,3,fe,ok,0,1,
1231,3,7f,ok,0,1,
1232,3,00,ok,0,23383,
1233,3,fe,ok,0,1,
1234,3,7f,ok,0,1,
1235,3,00,ok,0,23503,
1236,3,fe,ok,0,1,
1237,3,7f,ok,0,1,
1238,3,00,ok,0,23500,
1239,3,fe,ok,0,1,
1240,3,7f,ok,0,1,
1241,3,00,ok,0,23242,
1242,3,fe,ok,0,1,
1243,3,7f,ok,0,1,
1244,3,00,ok,0,23169,
1245,3,fe,ok,0,1,
1246,3,7f,ok,0,1,
1247,3,00,ok,0,23388,
1248,3,fe,ok,0,1,
1249,3,7f,ok,0,1,
1250,3,00,ok,0,23440,
1251,3,fe,ok,0,1,
1252,3,7f,ok,0,1,
1253,3,00,ok,0,23345,
1254,3,fe,ok,0,1,
1255,3,7f,ok,0,1,
1256,3,00,ok,0,23507,
1257,3,fe,ok,0,1,
1258,3,7f,ok,0,1,
1259,3,00,ok,0,23503,
1260,3,fe,ok,0,1,
1261,3,7f,ok,0,1,
1262,3,00,ok,0,23221,
1263,3,fe,ok,0,1,
1264,3,7f,ok,0,1,
1265,3,00,ok,0,23438,
1266,3,fe,ok,0,1,
1267,3,7f,ok,0,1,
1268,3,00,ok,0,23432,
1269,3,fe,ok,0,1,
1270,3,7f,ok,0,1,
1271,3,00,ok,0,23345,
1272,3,fe,ok,0,1,
1273,3,7f,ok,0,1,
1274,3,00,ok,0,23342,
1275,3,fe,ok,0,1,
1276,3,7f,ok,0,1,
1277,3,00,ok,0,23383,
1278,3,fe,ok,0,1,
1279,3,7f,ok,0,1,
1280,3,00,ok,0,23355,
1281,3,fe,ok,0,1,
1282,3,7f,ok,0,1,
1283,3,00,ok,0,23080,
1284,3,fe,ok,0,1,
1285,3,7f,ok,0,1,
1286,3,00,ok,0,23496,
1287,3,fe,ok,0,1,
1288,3,7f,ok,0,1,
1289,3,00,ok,0,23346,
1290,3,fe,ok,0,1,
1291,3,7f,ok,0,1,
1292,3,00,ok,0,23484,
1293,3,fe,ok,0,1,
1294,3,7f,ok,0,1,
1295,3,00,ok,0,23448,
1296,3,fe,ok,0,1,
1297,3,7f,ok,0,1,
1298,3,00,ok,0,23129,
1299,3,fe,ok,0,1,
1300,3,7f,ok,0,1,
1301,3,00,ok,0,23454,
1302,3,fe,ok,0,1,
1303,3,7f,ok,0,1,
1304,3,00,ok,0,23393,
1305,3,fe,ok,0,1,
1306,3,7f,ok,0,1,
1307,3,00,ok,0,23152,
1308,3,fe,ok,0,1,
1309,3,7f,ok,0,1,
1310,3,00,ok,0,23352,
1311,3,fe,ok,0,1,
1312,3,7f,ok,0,1,
1313,3,00,ok,0,23524,
1314,3,fe,ok,0,1,
1315,3,7f,ok,0,1,
1316,3,00,ok,0,23440,
1317,3,fe,ok,0,1,
1318,3,7f,ok,0,1,
1319,3,00,ok,0,23494,
1320,3,fe,ok,0,1,
1321,3,7f,ok,0,1,
1322,3,00,ok,0,23406,
1323,3,fe,ok,0,1,
1324,3,7f,ok,0,1,
1325,3,00,ok,0,23436,
1326,3,fe,ok,0,1,
1327,3,7f,ok,0,1,
1328,3,00,ok,0,23440,
1329,3,fe,ok,0,1,
1330,3,7f,ok,0,1,
1331,3,00,ok,0,23336,
1332,3,fe,ok,0,1,
1333,3,7f,ok,0,1,
1334,3,00,ok,0,23448,
1335,3,fe,ok,0,1,
1336,3,7f,ok,0,1,
1337,3,00,ok,0,23453,
1338,3,fe,ok,0,1,
1339,3,7f,ok,0,1,
1340,3,00,ok,0,23224,
1341,3,fe,ok,0,1,
1342,3,7f,ok,0,1,
1343,3,00,ok,0,23246,
1344,3,fe,ok,0,1,
1345,3,7f,ok,0,1,
1346,3,00,ok,0,23506,
1347,3,fe,ok,0,1,
1348,3,7f,ok,0,1,
1349,3,00,ok,0,23501,
1350,3,fe,ok,0,1,
1351,3,7f,ok,0,1,
1352,3,00,ok,0,23504,
1353,3,fe,ok,0,1,
1354,3,7f,ok,0,1,
1355,3,00,ok,0,23494,
1356,3,fe,ok,0,1,
1357,3,7f,ok,0,1,
1358,3,00,ok,0,23351,
1359,3,fe,ok,0,1,
1360,3,7f,ok,0,1,
1361,3,00,ok,0,23233,
1362,3,fe,ok,0,1,
1363,3,7f,ok,0,1,
1364,3,00,ok,0,23436,
1365,3,fe,ok,0,1,
1366,3,7f,ok,0,1,
1367,3,00,ok,0,23454,
1368,3,fe,ok,0,1,
1369,3,7f,ok,0,1,
1370,3,00,ok,0,23155,
1371,3,fe,ok,0,1,
1372,3,7f,ok,0,1,
1373,3,00,ok,0,23454,
1374,3,fe,ok,0,1,
1375,3,7f,ok,0,1,
1376,3,00,ok,0,23438,
1377,3,fe,ok,0,1,
1378,3,7f,ok,0,1,
1379,3,00,ok,0,23506,
1380,3,fe,ok,0,1,
1381,3,7f,ok,0,1,
1382,3,00,ok,0,23491,
1383,3,fe,ok,0,1,
1384,3,7f,ok,0,1,
1385,3,00,ok,0,23150,
1386,3,fe,ok,0,1,
1387,3,7f,ok,0,1,
1388,3,00,ok,0,23135,
1389,3,fe,ok,0,1,
1390,3,7f,ok,0,1,
1391,3,00,ok,0,23453,
1392,3,fe,ok,0,1,
1393,3,7f,ok,0,1,
1394,3,00,ok,0,23459,
1395,3,fe,ok,0,1,
1396,3,7f,ok,0,1,
1397,3,00,ok,0,23423,
1398,3,fe,ok,0,1,
1399,3,7f,ok,0,1,
1400,3,00,ok,0,23456,
1401,3,fe,ok,0,1,
1402,3,7f,ok,0,1,
1403,3,00,ok,0,23164,
1404,3,fe,ok,0,1,
1405,3,7f,ok,0,1,
1406,3,00,ok,0,23497,
1407,3,fe,ok,0,1,
1408,3,7f,ok,0,1,
1409,3,00,ok,0,23501,
1410,3,fe,ok,0,1,
1411,3,7f,ok,0,1,
1412,3,00,ok,0,23435,
1413,3,fe,ok,0,1,
1414,3,7f,ok,0,1,
1415,3,00,ok,0,23506,
1416,3,fe,ok,0,1,
1417,3,7f,ok,0,1,
1418,3,00,ok,0,23495,
1419,3,fe,ok,0,1,
1420,3,7f,ok,0,1,
1421,3,00,ok,0,23153,
1422,3,fe,ok,0,1,
1423,3,7f,ok,0,1,
1424,3,00,ok,0,23254,
1425,3,fe,ok,0,1,
1426,3,7f,ok,0,1,
1427,3,00,ok,0,23440,
1428,3,fe,ok,0,1,
1429,3,7f,ok,0,1,
1430,3,00,ok,0,23497,
1431,3,fe,ok,0,1,
1432,3,7f,ok,0,1,
1433,3,00,ok,0,23384,
1434,3,fe,ok,0,1,
1435,3,7f,ok,0,1,
1436,3,00,ok,0,23437,
1437,3,fe,ok,0,1,
1438,3,7f,ok,0,1,
1439,3,00,ok,0,23498,
1440,3,fe,ok,0,1,
1441,3,7f,ok,0,1,
1442,3,00,ok,0,23498,
1443,3,fe,ok,0,1,
1444,3,7f,ok,0,1,
1445,3,00,ok,0,23164,
1446,3,fe,ok,0,1,
1447,3,7f,ok,0,1,
1448,3,00,ok,0,23525,
1449,3,fe,ok,0,1,
1450,3,7f,ok,0,1,
1451,3,00,ok,0,23437,
1452,3,fe,ok,0,1,
1453,3,7f,ok,0,1,
1454,3,00,ok,0,23509,
1455,3,fe,ok,0,1,
1456,3,7f,ok,0,1,
1457,3,00,ok,0,23354,
1458,3,fe,ok,0,1,
1459,3,7f,ok,0,1,
1460,3,00,ok,0,23505,
1461,3,fe,ok,0,1,
1462,3,7f,ok,0,1,
1463,3,00,ok,0,23452,
1464,3,fe,ok,0,1,
1465,3,7f,ok,0,1,
1466,3,00,ok,0,23506,
1467,3,fe,ok,0,1,
1468,3,7f,ok,0,1,
1469,3,00,ok,0,23515,
1470,3,fe,ok,0,1,
1471,3,7f,ok,0,1,
1472,3,00,ok,0,23440,
1473,3,fe,ok,0,1,
1474,3,7f,ok,0,1,
1475,3,00,ok,0,23437,
1476,3,fe,ok,0,1,
1477,3,7f,ok,0,1,
1478,3,00,ok,0,23337,
1479,3,fe,ok,0,1,
1480,3,7f,ok,0,1,
1481,3,00,ok,0,23500,
1482,3,fe,ok,0,1,
1483,3,7f,ok,0,1,
1484,3,00,ok,0,23517,
1485,3,fe,ok,0,1,
1486,3,7f,ok,0,1,
1487,3,00,ok,0,23517,
1488,3,fe,ok,0,1,
1489,3,7f,ok,0,1,
1490,3,00,ok,0,23503,
1491,3,fe,ok,0,1,
1492,3,7f,ok,0,1,
1493,3,00,ok,0,23444,
1494,3,fe,ok,0,1,
1495,3,7f,ok,0,1,
1496,3,00,ok,0,23504,
1497,3,fe,ok,0,1,
1498,3,7f,ok,0,1,
1499,3,00,ok,0,23170,
1500,3,fe,ok,0,1,
1501,3,7f,ok,0,1,
1502,3,00,ok,0,23362,
1503,3,fe,ok,0,1,
1504,3,7f,ok,0,1,
1505,3,00,ok,0,23345,
1506,3,fe,ok,0,1,
1507,3,7f,ok,0,1,
1508,3,00,ok,0,23506,
1509,3,fe,ok,0,1,
1510,3,7f,ok,0,1,
1511,3,00,ok,0,23507,
1512,3,fe,ok,0,1,
1513,3,7f,ok,0,1,
1514,3,00,ok,0,23440,
1515,3,fe,ok,0,1,
1516,3,7f,ok,0,1,
1517,3,00,ok,0,23428,
1518,3,fe,ok,0,1,
1519,3,7f,ok,0,1,
1520,3,00,ok,0,23467,
1521,3,fe,ok,0,1,
1522,3,7f,ok,0,1,
1523,3,00,ok,0,23502,
1524,3,fe,ok,0,1,
1525,3,7f,ok,0,1,
1526,3,00,ok,0,23164,
1527,3,fe,ok,0,1,
1528,3,7f,ok,0,1,
1529,3,00,ok,0,23512,
1530,3,fe,ok,0,1,
1531,3,7f,ok,0,1,
1532,3,00,ok,0,23503,
1533,3,fe,ok,0,1,
1534,3,7f,ok,0,1,
1535,3,00,ok,0,23439,
1536,3,fe,ok,0,1,
1537,3,7f,ok,0,1,
1538,3,00,ok,0,23445,
1539,3,fe,ok,0,1,
1540,3,7f,ok,0,1,
1541,3,00,ok,0,23507,
1542,3,fe,ok,0,1,
1543,3,7f,ok,0,1,
1544,3,00,ok,0,23450,
1545,3,fe,ok,0,1,
1546,3,7f,ok,0,1,
1547,3,00,ok,0,23514,
1548,3,fe,ok,0,1,
1549,3,7f,ok,0,1,
1550,3,00,ok,0,23223,
1551,3,fe,ok,0,1,
1552,3,7f,ok,0,1,
1553,3,00,ok,0,23362,
1554,3,fe,ok,0,1,
1555,3,7f,ok,0,1,
1556,3,00,ok,0,23516,
1557,3,fe,ok,0,1,
1558,3,7f,ok,0,1,
1559,3,00,ok,0,23236,
1560,3,fe,ok,0,1,
1561,3,7f,ok,0,1,
1562,3,00,ok,0,23500,
1563,3,fe,ok,0,1,
1564,3,7f,ok,0,1,
1565,3,00,ok,0,23512,
1566,3,fe,ok,0,1,
1567,3,7f,ok,0,1,
1568,3,00,ok,0,23437,
1569,3,fe,ok,0,1,
1570,3,7f,ok,0,1,
1571,3,00,ok,0,23506,
1572,3,fe,ok,0,1,
1573,3,7f,ok,0,1,
1574,3,00,ok,0,23236,
1575,3,fe,ok,0,1,
1576,3,7f,ok,0,1,
1577,3,00,ok,0,23436,
1578,3,fe,ok,0,1,
1579,3,7f,ok,0,1,
1580,3,00,ok,0,23486,
1581,3,fe,ok,0,1,
1582,3,7f,ok,0,1,
1583,3,00,ok,0,23496,
1584,3,fe,ok,0,1,
1585,3,7f,ok,0,1,
1586,3,00,ok,0,23457,
1587,3,fe,ok,0,1,
1588,3,7f,ok,0,1,
1589,3,00,ok,0,23495,
1590,3,fe,ok,0,1,
1591,3,7f,ok,0,1,
1592,3,00,ok,0,23501,
1593,3,fe,ok,0,1,
1594,3,7f,ok,0,1,
1595,3,00,ok,0,23436,
1596,3,fe,ok,0,1,
1597,3,7f,ok,0,1,
1598,3,00,ok,0,23336,
1599,3,fe,ok,0,1,
1600,3,7f,ok,0,1,
1601,3,00,ok,0,23492,
1602,3,fe,ok,0,1,
1603,3,7f,ok,0,1,
1604,3,00,ok,0,23168,
1605,3,fe,ok,0,1,
1606,3,7f,ok,0,1,
1607,3,00,ok,0,23453,
1608,3,fe,ok,0,1,
1609,3,7f,ok,0,1,
1610,3,00,ok,0,23168,
1611,3,fe,ok,0,1,
1612,3,7f,ok,0,1,
1613,3,00,ok,0,23496,
1614,3,fe,ok,0,1,
1615,3,7f,ok,0,1,
1616,3,00,ok,0,23438,
1617,3,fe,ok,0,1,
1618,3,7f,ok,0,1,
1619,3,00,ok,0,23511,
1620,3,fe,ok,0,1,
1621,3,7f,ok,0,1,
1622,3,00,ok,0,23506,
1623,3,fe,ok,0,1,
1624,3,7f,ok,0,1,
1625,3,00,ok,0,23447,
1626,3,fe,ok,0,1,
1627,3,7f,ok,0,1,
1628,3,00,ok,0,23435,
1629,3,fe,ok,0,1,
1630,3,7f,ok,0,1,
1631,3,00,ok,0,23507,
1632,3,fe,ok,0,1,
1633,3,7f,ok,0,1,
1634,3,00,ok,0,23458,
1635,3,fe,ok,0,1,
1636,3,7f,ok,0,1,
1637,3,00,ok,0,23439,
1638,3,fe,ok,0,1,
1639,3,7f,ok,0,1,
1640,3,00,ok,0,23299,
1641,3,fe,ok,0,1,
1642,3,7f,ok,0,1,
1643,3,00,ok,0,23319,
1644,3,fe,ok,0,1,
1645,3,7f,ok,0,1,
1646,3,00,ok,0,23497,
1647,3,fe,ok,0,1,
1648,3,7f,ok,0,1,
1649,3,00,ok,0,23367,
1650,3,fe,ok,0,1,
1651,3,7f,ok,0,1,
1652,3,00,ok,0,23352,
1653,3,fe,ok,0,1,
1654,3,7f,ok,0,1,
1655,3,00,ok,0,23492,
1656,3,fe,ok,0,1,
1657,3,7f,ok,0,1,
1658,3,00,ok,0,23440,
1659,3,fe,ok,0,1,
1660,3,7f,ok,0,1,
1661,3,00,ok,0,23460,
1662,3,fe,ok,0,1,
1663,3,7f,ok,0,1,
1664,3,00,ok,0,23448,
1665,3,fe,ok,0,1,
1666,3,7f,ok,0,1,
1667,3,00,ok,0,23483,
1668,3,fe,ok,0,1,
1669,3,7f,ok,0,1,
1670,3,00,ok,0,23453,
1671,3,fe,ok,0,1,
1672,3,7f,ok,0,1,
1673,3,00,ok,0,23438,
1674,3,fe,ok,0,1,
1675,3,7f,ok,0,1,
1676,3,00,ok,0,23168,
1677,3,fe,ok,0,1,
1678,3,7f,ok,0,1,
1679,3,00,ok,0,23505,
1680,3,fe,ok,0,1,
1681,3,7f,ok,0,1,
1682,3,00,ok,0,23421,
1683,3,fe,ok,0,1,
1684,3,7f,ok,0,1,
1685,3,00,ok,0,23501,
1686,3,fe,ok,0,1,
1687,3,7f,ok,0,1,
1688,3,00,ok,0,23290,
1689,3,fe,ok,0,1,
1690,3,7f,ok,0,1,
1691,3,00,ok,0,23332,
1692,3,fe,ok,0,1,
1693,3,7f,ok,0,1,
1694,3,00,ok,0,23518,
1695,3,fe,ok,0,1,
1696,3,7f,ok,0,1,
1697,3,00,ok,0,23496,
1698,3,fe,ok,0,1,
1699,3,7f,ok,0,1,
1700,3,00,ok,0,23449,
1701,3,fe,ok,0,1,
1702,3,7f,ok,0,1,
1703,3,00,ok,0,23437,
1704,3,fe,ok,0,1,
1705,3,7f,ok,0,1,
1706,3,00,ok,0,23519,
1707,3,fe,ok,0,1,
1708,3,7f,ok,0,1,
1709,3,00,ok,0,23507,
1710,3,fe,ok,0,1,
1711,3,7f,ok,0,1,
1712,3,00,ok,0,23441,
1713,3,fe,ok,0,1,
1714,3,7f,ok,0,1,
1715,3,00,ok,0,23496,
1716,3,fe,ok,0,1,
1717,3,7f,ok,0,1,
1718,3,00,ok,0,23415,
1719,3,fe,ok,0,1,
1720,3,7f,ok,0,1,
1721,3,00,ok,0,23495,
1722,3,fe,ok,0,1,
1723,3,7f,ok,0,1,
1724,3,00,ok,0,23494,
1725,3,fe,ok,0,1,
1726,3,7f,ok,0,1,
1727,3,00,ok,0,23440,
1728,3,fe,ok,0,1,
1729,3,7f,ok,0,1,
1730,3,00,ok,0,23377,
1731,3,fe,ok,0,1,
1732,3,7f,ok,0,1,
1733,3,00,ok,0,23503,
1734,3,fe,ok,0,1,
1735,3,7f,ok,0,1,
1736,3,00,ok,0,23505,
1737,3,fe,ok,0,1,
1738,3,7f,ok,0,1,
1739,3,00,ok,0,23420,
1740,3,fe,ok,0,1,
1741,3,7f,ok,0,1,
1742,3,00,ok,0,23502,
1743,3,fe,ok,0,1,
1744,3,7f,ok,0,1,
1745,3,00,ok,0,23359,
1746,3,fe,ok,0,1,
1747,3,7f,ok,0,1,
1748,3,00,ok,0,23440,
1749,3,fe,ok,0,1,
1750,3,7f,ok,0,1,
1751,3,00,ok,0,23336,
1752,3,fe,ok,0,1,
1753,3,7f,ok,0,1,
1754,3,00,ok,0,23496,
1755,3,fe,ok,0,1,
1756,3,7f,ok,0,1,
1757,3,00,ok,0,23507,
1758,3,fe,ok,0,1,
1759,3,7f,ok,0,1,
1760,3,00,ok,0,23489,
1761,3,fe,ok,0,1,
1762,3,7f,ok,0,1,
1763,3,00,ok,0,23514,
1764,3,fe,ok,0,1,
1765,3,7f,ok,0,1,
1766,3,00,ok,0,23389,
1767,3,fe,ok,0,1,
1768,3,7f,ok,0,1,
1769,3,00,ok,0,23485,
1770,3,fe,ok,0,1,
1771,3,7f,ok,0,1,
1772,3,00,ok,0,23518,
1773,3,fe,ok,0,1,
1774,3,7f,ok,0,1,
1775,3,00,ok,0,23169,
1776,3,fe,ok,0,1,
1777,3,7f,ok,0,1,
1778,3,00,ok,0,23444,
1779,3,fe,ok,0,1,
1780,3,7f,ok,0,1,
1781,3,00,ok,0,23357,
1782,3,fe,ok,0,1,
1783,3,7f,ok,0,1,
1784,3,00,ok,0,23498,
1785,3,fe,ok,0,1,
1786,3,7f,ok,0,1,
1787,3,00,ok,0,23497,
1788,3,fe,ok,0,1,
1789,3,7f,ok,0,1,
1790,3,00,ok,0,23429,
1791,3,fe,ok,0,1,
1792,3,7f,ok,0,1,
