run_id,tag,workload_id,repeat,group_index,n_groups,cnr,cnr_wait_cycles,status
c3_14q_re1-c3-20-r0-1789951517,c3_14q_re1,20,0,0,1,0,0,ok
c3_14q_re1-c3-20-r1-1789951517,c3_14q_re1,20,1,0,1,0,0,ok
c3_14q_re1-c3-20-r2-1789951518,c3_14q_re1,20,2,0,1,0,0,ok
c3_14q_re1-c3-20-r3-1789951518,c3_14q_re1,20,3,0,1,0,0,ok
c3_14q_re1-c3-20-r4-1789951518,c3_14q_re1,20,4,0,1,0,0,ok
c3_14q_re1-c3-21-r-1-1789951518,c3_14q_re1,21,-1,0,1,0,0,ok
c3_14q_re1-c3-21-r0-1789951519,c3_14q_re1,21,0,0,1,0,0,ok
c3_14q_re1-c3-21-r1-1789951520,c3_14q_re1,21,1,0,1,0,0,ok
c3_14q_re1-c3-21-r2-1789951521,c3_14q_re1,21,2,0,1,0,0,ok
c3_14q_re1-c3-21-r3-1789951522,c3_14q_re1,21,3,0,1,0,0,ok
c3_14q_re1-c3-21-r4-1789951522,c3_14q_re1,21,4,0,1,0,0,ok
c3_14q_re1-c3-22-r-1-1789951523,c3_14q_re1,22,-1,0,1,0,0,ok
c3_14q_re1-c3-22-r0-1789951524,c3_14q_re1,22,0,0,1,0,0,ok
c3_14q_re1-c3-22-r1-1789951524,c3_14q_re1,22,1,0,1,0,0,ok
c3_14q_re1-c3-22-r2-1789951525,c3_14q_re1,22,2,0,1,0,0,ok
c3_14q_re1-c3-22-r3-1789951525,c3_14q_re1,22,3,0,1,0,0,ok
c3_14q_re1-c3-22-r4-1789951526,c3_14q_re1,22,4,0,1,0,0,ok
c3_14q_re1-c3-23-r-1-1789951526,c3_14q_re1,23,-1,0,1,0,0,ok
c3_14q_re1-c3-23-r0-1789951527,c3_14q_re1,23,0,0,1,0,0,ok
c3_14q_re1-c3-23-r1-1789951528,c3_14q_re1,23,1,0,1,0,0,ok
c3_14q_re1-c3-23-r2-1789951528,c3_14q_re1,23,2,0,1,0,0,ok
c3_14q_re1-c3-23-r3-1789951529,c3_14q_re1,23,3,0,1,0,0,ok
c3_14q_re1-c3-23-r4-1789951529,c3_14q_re1,23,4,0,1,0,0,ok
c3_14q_re1-c3-24-r-1-1789951530,c3_14q_re1,24,-1,0,1,0,0,ok
c3_14q_re1-c3-24-r0-1789951530,c3_14q_re1,24,0,0,1,0,0,ok
c3_14q_re1-c3-24-r1-1789951530,c3_14q_re1,24,1,0,1,0,0,ok
c3_14q_re1-c3-24-r2-1789951531,c3_14q_re1,24,2,0,1,0,0,ok
c3_14q_re1-c3-24-r3-1789951531,c3_14q_re1,24,3,0,1,0,0,ok
c3_14q_re1-c3-24-r4-1789951531,c3_14q_re1,24,4,0,1,0,0,ok
c3_14q_re1-c3-25-r-1-1789951531,c3_14q_re1,25,-1,0,1,0,0,ok
c3_14q_re1-c3-25-r0-1789951532,c3_14q_re1,25,0,0,1,0,0,ok
c3_14q_re1-c3-25-r1-1789951532,c3_14q_re1,25,1,0,1,0,0,ok
c3_14q_re1-c3-25-r2-1789951532,c3_14q_re1,25,2,0,1,0,0,ok
c3_14q_re1-c3-25-r3-1789951532,c3_14q_re1,25,3,0,1,0,0,ok
c3_14q_re1-c3-25-r4-1789951532,c3_14q_re1,25,4,0,1,0,0,ok
c3_14q_re1-c3-ghz8_x30-r-1-1789951533,c3_14q_re1,ghz8_x30,-1,0,1,0,1,ok
c3_14q_re1-c3-ghz8_x30-r0-1789951533,c3_14q_re1,ghz8_x30,0,0,1,0,1,ok
c3_14q_re1-c3-ghz8_x30-r1-1789951534,c3_14q_re1,ghz8_x30,1,0,1,0,1,ok
c3_14q_re1-c3-ghz8_x30-r2-1789951534,c3_14q_re1,ghz8_x30,2,0,1,0,1,ok
c3_14q_re1-c3-ghz8_x30-r3-1789951534,c3_14q_re1,ghz8_x30,3,0,1,0,1,ok
c3_14q_re1-c3-ghz8_x30-r4-1789951535,c3_14q_re1,ghz8_x30,4,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r-1-1789951536,c3_14q_re1,qaoa12_x30,-1,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r0-1789951549,c3_14q_re1,qaoa12_x30,0,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r1-1789951563,c3_14q_re1,qaoa12_x30,1,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r2-1789951576,c3_14q_re1,qaoa12_x30,2,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r3-1789951590,c3_14q_re1,qaoa12_x30,3,0,1,0,1,ok
c3_14q_re1-c3-qaoa12_x30-r4-1789951604,c3_14q_re1,qaoa12_x30,4,0,1,0,1,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,0,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,1,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,2,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,3,9,0,1,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,4,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,5,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,6,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,7,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r-1-1789951618,c3_14q_re1,rand10_t0,-1,8,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,0,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,1,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,2,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,3,9,0,1,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,4,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,5,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,6,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,7,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r0-1789951620,c3_14q_re1,rand10_t0,0,8,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r1-1789951623,c3_14q_re1,rand10_t0,1,0,9,0,0,ok
c3_14q_re1-c3-rand10_t0-r1-1789951623,c3_14q_re1,rand10_t0,1,1,9,0,0,ok
