run_id,wall_time,mode,bitfile,wns_ns,software_commit,workload,workload_id,repeat,status,exclusion_reason,n_circuits,shots,rps,n_active_ch,per_shot_us,qpu_ms,t_start_ns,t_end_ns,elapsed_ms,cmd_bytes_logical,cmd_bytes_transferred,readout_bytes,send_block_us_max,send_block_us_total,seamless,tag,pool_tables,n_groups,cnr,cnr_wait_cycles,note,pair_id,stop_at,cp_step,cp_ns_req,delay_actual_ns,stop_result,actual_shots,overshoot,fired_k,t_decision_ns,t_write_ns,t_event_ps_ns,latency_cycles,latency_us,stop_flags,strm_poll_us
c3_14q_stop_poll0d-c3-2-r0-1789960522,2026-09-20T20:15:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,2,0,ok,,1,8192,2,3,11.71,95.9611,973747259566585,973747288950509,29.383924,624,98560,393216,47,6572,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,2_p2,2457,819,5980,18370,FIRED,2467,10,3,973747288877918,973747288878258,973747288909699,2597,5.194,0,0
c3_14q_stop_poll0d-c3-2-r0-1789960522,2026-09-20T20:15:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,2,0,ok,,1,8192,2,3,11.71,95.9611,973747803130522,973747832504325,29.373803,624,98560,393216,68,6681,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,2_p3,2457,819,5980,18390,FIRED,2467,10,3,973747832442625,973747832442975,973747832474215,2343,4.686,0,0
c3_14q_stop_poll0d-c3-2-r0-1789960523,2026-09-20T20:15:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,2,0,ok,,1,8192,2,3,11.71,95.9611,973748289362125,973748386655308,97.293183,624,98560,393216,531,21618,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,2_p3,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-2-r0-1789960523,2026-09-20T20:15:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,2,0,ok,,1,8192,2,3,11.71,95.9611,973748850493717,973748947777090,97.283373,624,98560,393216,501,21817,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,2_p4,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-2-r0-1789960524,2026-09-20T20:15:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,2,0,ok,,1,8192,2,3,11.71,95.9611,973749416105874,973749445477658,29.371784,624,98560,393216,353,6995,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,2_p4,2457,819,5980,18200,FIRED,2467,10,3,973749445416477,973749445416807,973749445448517,3158,6.316,0,0
c3_14q_stop_poll0d-c3-10-r0-1789960524,2026-09-20T20:15:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973750093564060,973750094092345,0.528285,1664,262400,4096,37,131,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p0,12,3,12838,51850,FIRED,14,2,4,973750094032684,973750094033024,973750094065895,390,0.78,0,0
c3_14q_stop_poll0d-c3-10-r0-1789960525,2026-09-20T20:15:25,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973750780980755,973750781960625,0.97987,1664,262400,4096,37,251,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p0,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-10-r0-1789960526,2026-09-20T20:15:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973751464127747,973751464659233,0.531486,1664,262400,4096,35,129,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p1,12,3,12838,51820,FIRED,14,2,4,973751464590992,973751464591342,973751464624952,2772,5.544,0,0
c3_14q_stop_poll0d-c3-10-r0-1789960526,2026-09-20T20:15:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973752149045808,973752150026437,0.980629,1664,262400,4096,40,266,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p1,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-10-r0-1789960527,2026-09-20T20:15:27,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973752837820686,973752838795276,0.97459,1664,262400,4096,41,256,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p2,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-10-r0-1789960528,2026-09-20T20:15:28,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973753529947729,973753530472354,0.524625,1664,262400,4096,35,131,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p2,12,3,12838,51790,FIRED,14,2,4,973753530412483,973753530412923,973753530445964,1928,3.856,0,0
c3_14q_stop_poll0d-c3-10-r0-1789960528,2026-09-20T20:15:28,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973754213918850,973754214894359,0.975509,1664,262400,4096,42,265,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p3,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-10-r0-1789960529,2026-09-20T20:15:29,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973754903338845,973754903883570,0.544725,1664,262400,4096,36,138,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p3,12,3,12838,51882,FIRED,14,2,4,973754903807640,973754903807980,973754903846940,20,0.04,0,0
c3_14q_stop_poll0d-c3-10-r0-1789960530,2026-09-20T20:15:30,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973755585245435,973755586228665,0.98323,1664,262400,4096,36,260,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p4,0,,,,,,,,,,,,,,0
c3_14q_stop_poll0d-c3-10-r0-1789960531,2026-09-20T20:15:31,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,0,ok,,1,32,2,8,27.36,0.8756,973756284086754,973756284610400,0.523646,1664,262400,4096,36,134,1,c3_14q_stop_poll0d,0,1,0,0,stop_campaign rep=1,10_p4,12,3,12838,51820,FIRED,14,2,4,973756284549399,973756284549839,973756284584199,3000,6.0,0,0
