run_id,wall_time,mode,bitfile,wns_ns,software_commit,workload,workload_id,repeat,status,exclusion_reason,n_circuits,shots,rps,n_active_ch,per_shot_us,qpu_ms,t_start_ns,t_end_ns,elapsed_ms,cmd_bytes_logical,cmd_bytes_transferred,readout_bytes,send_block_us_max,send_block_us_total,seamless,tag,pool_tables,n_groups,cnr,cnr_wait_cycles,note,pair_id,stop_at,cp_step,cp_ns_req,delay_actual_ns,stop_result,actual_shots,overshoot,fired_k,t_decision_ns,t_write_ns,t_event_ps_ns,latency_cycles,latency_us,stop_flags,strm_poll_us
c3_14q_stop1_warmup-c3-2-r-1-1788333985,2026-09-02T00:26:25,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,-1,data_mismatch,[Errno 104] Connection reset by peer,1,8192,2,3,11.71,95.9611,,,,624,,393216,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-2-r-1-1788333985,2026-09-02T00:26:25,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,-1,data_mismatch,[Errno 104] Connection reset by peer,1,8192,2,3,11.71,95.9611,,,,624,,393216,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,2457,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-9-r-1-1788333986,2026-09-02T00:26:26,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,-1,data_mismatch,[Errno 104] Connection reset by peer,1,128,2,6,21.10,2.7013,,,,1248,,12288,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-9-r-1-1788333986,2026-09-02T00:26:26,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,-1,data_mismatch,[Errno 104] Connection reset by peer,1,128,2,6,21.10,2.7013,,,,1248,,12288,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,60,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-10-r-1-1788333987,2026-09-02T00:26:27,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,-1,data_mismatch,[Errno 104] Connection reset by peer,1,32,2,8,27.36,0.8756,,,,1664,,4096,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-10-r-1-1788333987,2026-09-02T00:26:27,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,-1,data_mismatch,[Errno 104] Connection reset by peer,1,32,2,8,27.36,0.8756,,,,1664,,4096,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,12,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-19-r-1-1788333988,2026-09-02T00:26:28,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,-1,data_mismatch,[Errno 104] Connection reset by peer,1,4096,2,14,46.42,190.1199,,,,3968,,917504,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-19-r-1-1788333989,2026-09-02T00:26:29,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,-1,data_mismatch,[Errno 104] Connection reset by peer,1,4096,2,14,46.42,190.1199,,,,3968,,917504,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,1227,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-22-r-1-1788333990,2026-09-02T00:26:30,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,-1,data_mismatch,[Errno 104] Connection reset by peer,1,400,2,14,50.12,20.0496,,,,4192,,89600,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-22-r-1-1788333991,2026-09-02T00:26:31,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,-1,data_mismatch,[Errno 104] Connection reset by peer,1,400,2,14,50.12,20.0496,,,,4192,,89600,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,120,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-23-r-1-1788333992,2026-09-02T00:26:32,c3,build_63329aaf_20260830175903,0.000,1b60263,single,23,-1,data_mismatch,[Errno 104] Connection reset by peer,1,4000,2,12,42.85,171.4080,,,,3136,,768000,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,0,,,,,,,,,,,,,,200
c3_14q_stop1_warmup-c3-23-r-1-1788333992,2026-09-02T00:26:32,c3,build_63329aaf_20260830175903,0.000,1b60263,single,23,-1,data_mismatch,[Errno 104] Connection reset by peer,1,4000,2,12,42.85,171.4080,,,,3136,,768000,,,,c3_14q_stop1_warmup,0,,,,stop_campaign rep=-1,,1200,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788333993,2026-09-02T00:26:33,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,data_mismatch,[Errno 104] Connection reset by peer,1,8192,2,3,11.71,95.9611,,,,624,,393216,,,,c3_14q_stop1,0,,,,stop_campaign rep=1,2_p0,2457,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788333993,2026-09-02T00:26:33,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,data_mismatch,[Errno 104] Connection reset by peer,1,8192,2,3,11.71,95.9611,,,,624,,393216,,,,c3_14q_stop1,0,,,,stop_campaign rep=1,2_p0,2457,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334035,2026-09-02T00:27:15,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331058068826983,331058098345688,29.518705,624,98560,393216,36,3015,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=2,2_p0,2457,819,5980,18230,FIRED,2475,18,3,331058098259187,331058098259647,331058098282317,5465,10.93,0,200
c3_14q_stop1-c3-2-r0-1788334035,2026-09-02T00:27:15,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331058583580281,331058680901434,97.321153,624,98560,393216,286,14068,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=2,2_p0,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334036,2026-09-02T00:27:16,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331059208028606,331059237614982,29.586376,624,98560,393216,52,3015,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p1,2457,819,5980,18260,FIRED,2474,17,3,331059237459921,331059237460451,331059237485941,44,0.088,0,200
c3_14q_stop1-c3-2-r0-1788334037,2026-09-02T00:27:17,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331059751228969,331059848549153,97.320184,624,98560,393216,588,15432,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p1,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334037,2026-09-02T00:27:17,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331060368383572,331060465702625,97.319053,624,98560,393216,122,13650,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p2,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334038,2026-09-02T00:27:18,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331060971335122,331061000839577,29.504455,624,98560,393216,34,2798,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p2,2457,819,5980,18241,FIRED,2474,17,3,331061000754897,331061000755337,331061000778787,4879,9.758,0,200
c3_14q_stop1-c3-2-r0-1788334038,2026-09-02T00:27:18,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331061553338763,331061582865369,29.526606,624,98560,393216,37,2666,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p3,2457,819,5980,18240,FIRED,2476,19,3,331061582784528,331061582784958,331061582808218,5329,10.658,0,200
c3_14q_stop1-c3-2-r0-1788334039,2026-09-02T00:27:19,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331062095337884,331062192653227,97.315343,624,98560,393216,217,13579,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p3,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334039,2026-09-02T00:27:19,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331062704858250,331062802177334,97.319084,624,98560,393216,415,14171,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p4,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-2-r0-1788334040,2026-09-02T00:27:20,c3,build_63329aaf_20260830175903,0.000,1b60263,single,2,0,ok,,1,8192,2,3,11.71,95.9611,331063316425547,331063346077193,29.651646,624,98560,393216,35,3136,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,2_p4,2457,819,5980,18270,FIRED,2484,27,3,331063345967552,331063345968012,331063345994093,3991,7.982,0,200
c3_14q_stop1-c3-9-r0-1788334041,2026-09-02T00:27:21,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331063928539339,331063931353477,2.814138,1248,196864,12288,28,334,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p0,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-9-r0-1788334041,2026-09-02T00:27:21,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331064563426359,331064565219307,1.792948,1248,196864,12288,135,288,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p0,60,12,3550,18300,FIRED,78,18,5,331064565127376,331064565127836,331064565164296,10378,20.756,0,200
c3_14q_stop1-c3-9-r0-1788334042,2026-09-02T00:27:22,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331065188297728,331065190002086,1.704358,1248,196864,12288,34,152,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p1,60,12,3550,18331,FIRED,73,13,5,331065189900795,331065189901015,331065189939155,6884,13.768,0,200
c3_14q_stop1-c3-9-r0-1788334042,2026-09-02T00:27:22,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331065815990186,331065818791644,2.801458,1248,196864,12288,40,315,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p1,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-9-r0-1788334043,2026-09-02T00:27:23,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331066479990797,331066481795725,1.804928,1248,196864,12288,37,168,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p2,60,12,3550,18261,FIRED,78,18,5,331066481703145,331066481703365,331066481740035,6417,12.834,0,200
c3_14q_stop1-c3-9-r0-1788334044,2026-09-02T00:27:24,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331067060788166,331067063599954,2.811788,1248,196864,12288,40,361,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p2,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-9-r0-1788334044,2026-09-02T00:27:24,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331067691158341,331067693962979,2.804638,1248,196864,12288,32,328,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p3,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-9-r0-1788334045,2026-09-02T00:27:25,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331068362234903,331068363923290,1.688387,1248,196864,12288,39,154,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p3,60,12,3550,18270,FIRED,73,13,5,331068363830939,331068363831159,331068363866329,10494,20.988,0,200
c3_14q_stop1-c3-9-r0-1788334046,2026-09-02T00:27:26,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331068976902710,331068979704928,2.802218,1248,196864,12288,40,318,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p4,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-9-r0-1788334046,2026-09-02T00:27:26,c3,build_63329aaf_20260830175903,0.000,1b60263,single,9,0,ok,,1,128,2,6,21.10,2.7013,331069597304825,331069598884121,1.579296,1248,196864,12288,32,146,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,9_p4,60,12,3550,18240,FIRED,68,8,5,331069598796100,331069598796560,331069598831851,9027,18.054,0,200
c3_14q_stop1-c3-10-r0-1788334047,2026-09-02T00:27:27,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331070287100344,331070287915193,0.814849,1664,262400,4096,37,78,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p0,12,3,12838,51801,FIRED,24,12,4,331070287816752,331070287817212,331070287858932,13669,27.338,0,200
c3_14q_stop1-c3-10-r0-1788334048,2026-09-02T00:27:28,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331070993505100,331070994498980,0.99388,1664,262400,4096,43,153,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p0,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-10-r0-1788334048,2026-09-02T00:27:28,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331071695616152,331071696518501,0.902349,1664,262400,4096,41,104,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p1,12,3,12838,55820,FIRED,24,12,4,331071696351419,331071696351879,331071696397350,4215,8.43,0,200
c3_14q_stop1-c3-10-r0-1788334049,2026-09-02T00:27:29,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331072417408471,331072418456991,1.04852,1664,262400,4096,30,133,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p1,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-10-r0-1788334050,2026-09-02T00:27:30,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331073115885397,331073116880647,0.99525,1664,262400,4096,44,150,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p2,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-10-r0-1788334050,2026-09-02T00:27:30,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331073814505894,331073815165191,0.659297,1664,262400,4096,29,67,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p2,12,3,12838,51830,FIRED,18,6,4,331073815083430,331073815083660,331073815112830,471,0.942,0,200
c3_14q_stop1-c3-10-r0-1788334051,2026-09-02T00:27:31,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331074520477755,331074521454305,0.97655,1664,262400,4096,28,107,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p3,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-10-r0-1788334052,2026-09-02T00:27:32,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331075233335585,331075234076882,0.741297,1664,262400,4096,43,49,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p3,12,3,12838,51911,FIRED,21,9,4,331075233973981,331075233974401,331075234020451,11292,22.584,0,200
c3_14q_stop1-c3-10-r0-1788334053,2026-09-02T00:27:33,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331075936478257,331075937458937,0.98068,1664,262400,4096,44,106,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p4,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-10-r0-1788334053,2026-09-02T00:27:33,c3,build_63329aaf_20260830175903,0.000,1b60263,single,10,0,ok,,1,32,2,8,27.36,0.8756,331076638856752,331076639509008,0.652256,1664,262400,4096,27,58,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,10_p4,12,3,12838,51851,FIRED,18,6,4,331076639423578,331076639424008,331076639450388,5896,11.792,0,200
c3_14q_stop1-c3-19-r0-1788334054,2026-09-02T00:27:34,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331077549911244,331077608519150,58.607906,3968,458752,917504,225,5691,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p0,1227,409,839658,2693207,FIRED,1253,26,3,331077608403729,331077608404159,331077608441189,2570,5.14,0,200
c3_14q_stop1-c3-19-r0-1788334055,2026-09-02T00:27:35,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331078545845885,331078736762754,190.916869,3968,458752,917504,339,30174,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p0,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-19-r0-1788334056,2026-09-02T00:27:36,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331079672237560,331079730683665,58.446105,3968,458752,917504,100,5793,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p1,1227,409,839658,2692307,FIRED,1250,23,3,331079730588714,331079730589394,331079730611894,3182,6.364,0,200
c3_14q_stop1-c3-19-r0-1788334057,2026-09-02T00:27:37,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331080623984719,331080814912739,190.92802,3968,458752,917504,705,31712,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p1,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-19-r0-1788334058,2026-09-02T00:27:38,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331081701918030,331081760323005,58.404975,3968,458752,917504,69,5733,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p2,1227,409,839658,2692516,FIRED,1249,22,3,331081760213773,331081760214244,331081760248674,7741,15.482,0,200
c3_14q_stop1-c3-19-r0-1788334059,2026-09-02T00:27:39,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331082714968593,331082905887582,190.918989,3968,458752,917504,833,31312,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p2,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-19-r0-1788334060,2026-09-02T00:27:40,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331083788406149,331083979326578,190.920429,3968,458752,917504,565,30995,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p3,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-19-r0-1788334061,2026-09-02T00:27:41,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331084878514421,331084936923036,58.408615,3968,458752,917504,91,5739,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p3,1227,409,839658,2692077,FIRED,1249,22,3,331084936814534,331084936815164,331084936849595,5493,10.986,0,200
c3_14q_stop1-c3-19-r0-1788334062,2026-09-02T00:27:42,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331085852078739,331086042998968,190.920229,3968,458752,917504,48,26429,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p4,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-19-r0-1788334063,2026-09-02T00:27:43,c3,build_63329aaf_20260830175903,0.000,1b60263,single,19,0,ok,,1,4096,2,14,46.42,190.1199,331087033338663,331087091694217,58.355554,3968,458752,917504,40,5354,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,19_p4,1227,409,839658,2693007,FIRED,1248,21,3,331087091596696,331087091597176,331087091618966,3305,6.61,0,200
c3_14q_stop1-c3-22-r0-1788334064,2026-09-02T00:27:44,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331087974703108,331087994982031,20.278923,4192,458752,89600,49,2808,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p0,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-22-r0-1788334065,2026-09-02T00:27:45,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331088965729530,331088973202495,7.472965,4192,458752,89600,37,533,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p0,120,40,823382,2643887,FIRED,144,24,3,331088973109194,331088973109514,331088973135484,1536,3.072,0,200
c3_14q_stop1-c3-22-r0-1788334066,2026-09-02T00:27:46,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331089847648270,331089867927443,20.279173,4192,458752,89600,29,2831,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p1,0,,,,,,,,,,,,,,200
c3_14q_stop1-c3-22-r0-1788334067,2026-09-02T00:27:47,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331090812420790,331090819916335,7.495545,4192,458752,89600,58,605,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p1,120,40,823382,2643545,FIRED,144,24,3,331090819793493,331090819794243,331090819820654,5162,10.324,0,200
c3_14q_stop1-c3-22-r0-1788334068,2026-09-02T00:27:48,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331091778904666,331091786374071,7.469405,4192,458752,89600,37,542,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p2,120,40,823382,2642127,FIRED,144,24,3,331091786283020,331091786283580,331091786308560,2320,4.64,0,200
c3_14q_stop1-c3-22-r0-1788334069,2026-09-02T00:27:49,c3,build_63329aaf_20260830175903,0.000,1b60263,single,22,0,ok,,1,400,2,14,50.12,20.0496,331092709328822,331092729604465,20.275643,4192,458752,89600,34,2863,1,c3_14q_stop1,0,1,0,0,stop_campaign rep=1,22_p2,0,,,,,,,,,,,,,,200
