run_id,tag,workload_id,repeat,group_index,n_groups,cnr,cnr_wait_cycles,status
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,0,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,1,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,2,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,3,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,4,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,5,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,6,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,7,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,8,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,9,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,10,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,11,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,12,28,0,0,ok
c3_14q_real3-c3-rand30_t4-r0-1788375449,c3_14q_real3,rand30_t4,0,13,28,0,0,ok
